"id","facility_name","home_care","facility_type_id","postal_code","prefecture_name","city_name","address","latitude","longitude","telphone","fax","representative","homepage","available_time_mon","available_time_tue","available_time_wed","available_time_thu","available_time_fri","available_time_sat","available_time_sun","person","correspondence_dept","correspondence_time","open_24hours","foreign_language","related_facilities","options","note","publish","user_id","created_at","updated_at"
"2412","介護老人福祉施設　読谷の里","0","14","9040301","沖縄県","中頭郡読谷村","座喜味1875番地の１","26.395363","127.726487","098-956-2000","098-956-0022","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"2413","介護老人福祉施設　比謝川の里","0","14","9040201","沖縄県","中頭郡嘉手納町","久得242番地の２","26.372055","127.771243","098-957-3000","098-957-3311","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"2414","介護老人福祉施設　陽明園","0","14","9040105","沖縄県","中頭郡北谷町","吉原265番地","26.316022","127.777503","098-936-3565","098-936-5192","高宮城 克","http://kouyoukai-oki.jp/","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","","","生活相談員","養護課","9：00-17：30","0","0","併設施設：陽明園指定短期入所生活介護事業所・介護老人保健施設白川園・・白川園指定短期入所療養介護・白川園通所リハビリテーション・白川園指定訪問介護事業所・白川園指定居宅介護支援事業所関連施設：小規模多機能介護ちゃたん・グループホームちゃたん・通所介護ようめいえん","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"2415","介護老人福祉施設　愛の村","0","14","9012301","沖縄県","中頭郡北中城村","袋１３９３番地","26.320045","127.804906","098-933-1166","098-932-7372","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"2416","介護老人福祉施設　春華園","0","14","9012404","沖縄県","中頭郡中城村","添石363番地","26.277076","127.796672","098-895-4407","098-895-5158","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"2417","介護老人福祉施設　守礼の里","0","14","9030101","沖縄県","中頭郡西原町","字掛保久３４６番地","26.233435","127.773187","098-945-0028","098-945-0029","","","","","","","","","","","介護ステーション","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"2418","宅老所ゆうゆう館","0","14","9012201","沖縄県","宜野湾市","新城2丁目40番27号","26.287558","127.768152","098-893-1531","098-893-1532","池原　弘","なし","9：00－17：30","9：00－17：30","9：00－17：30","9：00－11：30","9：00－17：30","9：00－11：30","なし","親富祖　清美","事務","9：00－17：30","0","1","有床診療所　　通所介護　　　予防通所介護　　","なし","なし","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2419","医療法人 心和会　住宅型有料老人ホームなごみ","0","14","9040022","沖縄県","沖縄市","園田2-15-5","26.328063","127.800631","098-923-2721","098-923-5887","理事長　潮平 優","http://www.shiohira.jp/","0:00-23:59","0:00-23:59","0:00-23:59","0:00-23:59","0:00-23:59","0:00-23:59","0:00-23:59","池原　正治","医療法人 心和会　住宅型有料老人ホームなごみ","9:00-17:00","0","0","医療法人心和会　潮平病院リハビリ強化型デイサービスぴん花
通所介護しおひら","当施設なごみは小規模です。２４時間介護スタッフが常駐し、連携事業所からの介護サービスと並行しながら日常の生活支援を行います。又、日中は看護師を配置し健康チェックを行い、医療との連携を図り、静かで、ゆったりした居住環境で心のこもった和みある生活支援を提供致します。","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2420","医療法人仁誠会名嘉病院","0","14","9040203","沖縄県","中頭郡嘉手納町","嘉手納258番地","26.367411","127.754947","098-956-1161","098-956-3201","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2421","宜野湾市地域包括支援センター　かいほう","0","8","9012224","沖縄県","宜野湾市","真志喜2丁目22番2号","26.276672","127.737590","098-942-8377","098-898-2174","理事長　富名腰　徹","","８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"2422","宜野湾市地域包括支援センター　ぎのわん","0","8","9012211","沖縄県","宜野湾市","宜野湾３丁目３番１３号","26.260082","127.758368","098-896-1339","098-896-1340","理事長　末永　英文","www.ginowan-kinen.or.jp","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","","","","","","0","0","","担当地区は、中原（赤道・上原）、愛知（愛知・神山）、宜野湾、長田（志真志）です。高齢者やその家族の日常生活の悩みや困りごと、各種サービスの利用の仕方など様々な相談は地域包括支援センターへご相談ください。","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2423","宜野湾市地域包括支援センターふてんま","0","8","9012202","沖縄県","宜野湾市","普天間１－９－３","26.289472","127.777992","098-943-4165","098-943-4067","","","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","定休日","定休日","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2424","宜野湾市地域包括支援センターふれあい","0","8","9012215","沖縄県","宜野湾市","真栄原三丁目２０番１２号　１階","26.264365","127.743343","098-897-4165","098-897-4167","代表取締役　謝名堂　健","http://fureai-kaigo.com/sitemap/","月曜日～金曜日（祝日・12/31～1/３を省く）8：30～17：30","","","","","","","","","","1","0","株式会社　ふれあい介護センター","宜野湾市真栄原に事務所があり、より地域に近く相談ができます。事務所には、カフェ的な地域交流室を設けており、気軽に立ち寄れる雰囲気となっています。","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"2425","沖縄市基幹型地域包括支援センター","0","8","9048501","沖縄県","沖縄市","仲宗根町２６番地１号","26.334354","127.805694","098-939-1212","098-939-7819","桑江　朝千夫","http：//www.city.okinawa.okinawa.jp/","8：15-17：15","8：15-17：15","8：15-17：15","8-15：17：15","8：15-17：15","","","","沖縄市役所健康福祉部高齢福祉課　基幹型地域包括支援センター","8：30-17：15","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2426","沖縄市地域包括支援センター西部南","0","8","9040035","沖縄県","沖縄市","南桃原1丁目9番3号","26.330197","127.824554","098-988-7290","098-988-7291","理事長　崎山洋子","","8：30～17：15","8：30～17：15","8：30～17：15","8：30～17：15","8：30～17：15","","","","沖縄市地域包括支援センター西部南","8：30～17：15","1","0","","公正中立の立場から、利用者の意志及び人格を尊重し常に利用者の立場に立って介護予防・生活支援サービス等を各関連事業所と連携し支援を行っています。","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2427","沖縄市地域包括支援センター西部北","0","8","9040021","沖縄県","沖縄市","胡屋7丁目2番10号","26.325586","127.811280","098-988-5525","098-988-5526","浜川通","http://www.ryokujukai.or.jp/","08:00-17:30","08:30-17:30","08:30-17:30","08:30-17:30","08:30-17:30","","","川端あすか","看護師","08:30-17:30","0","0","介護老人福祉施設緑樹苑、ケアハウスはいびすかす、ケアハウスてぃんさぐぬ花","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2428","沖縄市地域包括支援センター中部南","0","8","9040011","沖縄県","沖縄市","照屋2丁目22番30号コーポ上原106号 ","26.333689","127.815012","098-923-0603","098-923-0610","照喜名重寿","なし","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","休み","休み","照喜名重寿","地域包括支援センター中部南","8：30-17：30","0","0","中頭病院ちばなクリニック
訪問看護ステーションなかがみ
居宅介護支援事業所なかがみ","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2429","沖縄市地域包括支援センター東部北","0","8","9042162","沖縄県","沖縄市","海邦1丁目15番26号","26.328817","127.835109","098-937-1100","098-937-0700","理事長　中田安彦","http：//anshinkai.jp/clinic.html","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","休み","荻野佳代","","","1","1","愛聖クリニック　泡瀬北デイサービスセンター　愛聖クリニックデイケアセンター　障がい者多機能型支援施設チャレンジ　ケアプランセンター愛聖愛聖ヘルパーステーション　愛聖ホーム和　愛聖有料老人ホーム和　愛聖有料老人ホームシンフォニー　愛聖クリニックデイサービスセンターはる
沖縄市室川シルバーハウジング　愛聖小規模多機能型居宅介護オリオン　愛聖グループホームペガサス","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2430","沖縄市地域包括支援センター中部北","0","8","9042155","沖縄県","沖縄市","美原2丁目3番1号","26.343173","127.817460","098-987-8025","098-987-8026","","","08：30-17：30","08：30-17：30","08：30-17：30","08：30-17：30","08：30-17：30","","","","","08：30-17：30","1","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2431","沖縄市地域包括支援センター東部南","0","8","9042171","沖縄県","沖縄市","高原1丁目1番38号","26.324850","127.815502","098-923-0553","098-923-0558","與那嶺 清美","","窓口対応時間　8：30～17：15　　　それ以外電話対応（24時間電話対応）","窓口対応時間　8：30～17：15　　　それ以外電話対応（24時間電話対応）","窓口対応時間　8：30～17：15　　　それ以外電話対応（24時間電話対応）","窓口対応時間　8：30～17：15　　　それ以外電話対応（24時間電話対応）","窓口対応時間　8：30～17：15　　　それ以外電話対応（24時間電話対応）","電話対応（24時間電話対応）","日曜日：電話対応（24時間電話対応）　　　祝日：窓口対応時間8：30～17：15　それ以外電話対応（24時間電話対応）","與那嶺 清美","","8：30～17：15","1","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2432","沖縄市地域包括支援センター北部","0","8","9042142","沖縄県","沖縄市","登川1402番地","26.374910","127.823725","098-929-3919","098-929-3938","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"2433","うるま市地域包括支援センターよなしろ","0","8","9042304","沖縄県","うるま市","与那城屋慶名１４１０番地","26.327027","127.908965","098-987-8220","098-983-0073","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"2434","うるま市地域包括支援センターかつれん","0","8","9042311","沖縄県","うるま市","勝連南風原４５６９番地１グランシャリオ　１階左","26.339631","127.879523","098-978-1551","098-978-3553","社会福祉法人　与勝福祉会　理事長　玉元　武一","","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","日は休み      祝日は8：30-17：30","","","","1","0","特別養護老人ホーム　与勝の里、短期入所事業所　与勝の里、通所介護事業所　与勝の里、居宅介護支援事業所　与勝の里、訪問介護事業所　与勝の里、グループホーム　やすらぎの家、地域支援ホーム　津堅いこいの家、サービス付き高齢者向け住宅かつれん、デイサービスセンターかつれん","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2435","うるま市地域包括支援センターいしかわ","0","8","9041105","沖縄県","うるま市","石川白浜２丁目３番５号石川ビル","26.427072","127.826790","098-965-6121","098-964-1166","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"2436","うるま市地域包括支援センター具志川北","0","8","9042205","沖縄県","うるま市","栄野比４６２番地","26.396360","127.832549","098-972-3595","098-972-3522","高江洲　義英","www.izumihospital1985.or.jp","8：30-17：30","8：30‐17：30","8：30-17：30","8：30-17：30","8：30-17：30","定休","定休","今井　長寛","地域包括支援センター","8：30-17：30","1","1","病院（精神科、内科）、精神科デイケア、認知症デイケア、精神科訪問看護ステーション、グループホーム、居宅介護支援事業所、訪問看護ステーション（介護保険）、訪問介護（介護保険、障害）、通所介護、通所リハビリテーション、老人保健施設、ショートステイ","主任介護支援専門員、社会福祉士、在宅介護の経験のある看護師、認知症推進委員などの専門職を配置し、65歳以上の様々な介護・医療等の相談に対応をする地域の「ほっとステーション」です。介護や権利擁護等でお困りの際にはいつでもご相談頂けます。窓口での対応は、平日の午前8時30分から午後5時30分までの対応ですが、緊急の場合は、365日24時間対応ですので、お気軽にご相談を頂ければ幸いです。","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"2437","うるま市地域包括支援センター具志川ひがし","0","8","9042243","沖縄県","うるま市","宮里２６５番地４","26.356606","127.835085","098-974-4001","098-974-8008","小渡　敬","","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","","","","8:30-17:30","0","0","","　地域包括支援センター具志川ひがしでは、うるま市役所から委託を受けて高齢者の方々の困りごとや心配事などの相談を受け付けています。　相談内容に応じて、さまざまな制度や地域資源をりようできるようにお手伝いいたします。
　なお、相談内容については、秘密を守りますので、気になる事があればご相談ください。","主な業務内容として、１．総合相談事業、２．権利擁護、虐待防止３．介護予防事業４．ケアマネジメント支援等があります。","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2438","恩納村地域包括支援センター","0","8","9040492","沖縄県","国頭郡恩納村","字恩納２４５１","26.497480","127.853643","098-966-1207","098-966-1266","恩納村長　長浜善巳","http://www.vill.onna.okinawa.jp/living/nursing/","08：30-17：00","08：30-17：00","08：30-17：00","08：30-17：00","08：30-17：00","","","恩納村地域包括支援センター職員","福祉健康課","08：30-17：00","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2439","宜野座村地域包括支援センター","0","8","9041392","沖縄県","国頭郡宜野座村","宜野座２９６番地","26.481695","127.975628","098-968-3253","098-968-5504","健康福祉課長　幸喜　均","","08：30～17：15","08：30～17：15","08：30～17：15","08：30～17：15","08：30～17：15","","","","健康福祉課　地域包括支援センター","08：30～17：15","0","1","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2440","金武町地域包括支援センター","0","8","9041201","沖縄県","国頭郡金武町","金武１８４２番地","26.448854","127.927634","098-968-5933","098-968-5935","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"2441","読谷村地域包括支援センター","0","8","9040392","沖縄県","中頭郡読谷村","字座喜味２９０１","26.396172","127.745230","098-982-9234","098-958-4125","石嶺　傳實","http://www.vill.yomitan.okinawa.jp/","8:30-17:15","8:30-17:15","8:30-17:15","8:30-17:15","8:30-17:15","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2442","嘉手納町地域包括支援センター","0","8","9040293","沖縄県","中頭郡嘉手納町","字嘉手納588番地","26.361220","127.754980","098-956-0849","098-956-0843","嘉手納町長　當山宏","","月曜日～金曜日","８：３０－１７：１５","８：３０－１７：１５","８：３０－１７：１５","８：３０－１７：１５","","","仲田・喜納","地域包括支援センター","８：３０－１７：１５","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"2443","北谷町地域包括支援センター","0","8","9040192","沖縄県","中頭郡北谷町","桑江２２６番地","26.320069","127.763901","098-936-1234","098-982-7715","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2444","北中城村指定介護予防支援事業所","0","8","9012392","沖縄県","中頭郡北中城村","字喜舎場426番地2","26.300840","127.793238","098-935-5922","098-935-5899","新垣邦男","http://www.vill.kitanakagusuku.lg.jp/site/view/index.jsp","8:30-17:15","8:30-17:15","8:30-17:15","8:30-17:15","8:30-17:15","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2445","中城村地域包括支援センター","0","8","9012493","沖縄県","中頭郡中城村","字当間176番地","26.267035","127.790859","098-895-1738","098-895-3048","仲松　範三","なし","8：30-17：15","8：30-17：15","8：30-17：15","8：30-17：15","8：30-17：15","なし","なし","比嘉　昌子","福祉課","8：30-17：15","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"2446","西原町地域包括支援センター","0","8","9030127","沖縄県","中頭郡西原町","徳佐田159-1","26.244228","127.750208","098-882-0117","098-882-0881","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"2447","那覇内視鏡クリニック","0","20","9011105","沖縄県","島尻郡南風原町","字新川２１７ー４　２階","26.204204","127.726878","098-940-6060","098-940-6061","田中　健児","","","","","","","","","","","","0","0","","","","1","1","2018/2/1 00:00:00","2018/2/13 00:00:00"
"2448","沖縄県健康づくり財団","0","20","9011192","沖縄県","島尻郡南風原町","字宮平２１２番地","26.199032","127.738892","098-889-6474","098-889-6463","","","","","","","","","","","","","0","0","","","","1","1","2018/2/1 00:00:00","2018/2/13 00:00:00"
"2449","oneハート南風原薬局","0","22","9011116","沖縄県","島尻郡南風原町","照屋３６２","26.185689","127.727368","098-996-1400","","","","","","","","","","","","","","0","0","","","","1","1","2018/2/1 00:00:00","2018/2/13 00:00:00"
"2450","訪問看護ステーション縁","0","4","9011203","沖縄県","南城市","大里大城２００５番地１","26.171935","127.752312","098-917-0358","98-917-0359","","","","","","","","","","","","","0","0","","","","1","1","2018/2/2 00:00:00","2018/2/13 00:00:00"
"2451","訪問看護ステーション　ベストかねぐすく","0","4","9011111","沖縄県","島尻郡南風原町","字兼城２６５-１０","26.196224","127.728776","098-888-4151","098-888-4152","","","","","","","","","","","","","0","0","","","","1","1","2018/2/2 00:00:00","2018/2/13 00:00:00"
"2452","松原クリニック","0","20","9041201","沖縄県","国頭郡金武町","字金武4231番地","26.451398","127.914310","098-968-3961","098-936-3916","川崎恭子","matsubara.or.jp","9:00～17：30","9:00～17：30","9:00～17：30","9:00～17：30","9:00～17：30","休診","休診","","","","0","0","","診療科：内科・小児科・皮膚科・心療内科","","1","1","2018/2/13 00:00:00","2018/2/23 00:00:00"
"2453","軽費老人ホームおなが園","0","14","9010223","沖縄県","豊見城市","翁長141","26.158579","127.673660","098-850-6452","098-850-5233","由浅　裕敏","","","","","","","","","島根・玉那覇","","","0","0","","風光明媚な豊見城市翁長の高台にあり、建物は古い（築43年）ですが、書道、大正琴などのクラブ活動や豊見城市老人クラブ連合会にも加入し、グランドゴルフ大会等いろいろな大会に参加しております。快適な施設生活が過ごせるよう支援しています。","","1","1","2018/3/1 00:00:00","2018/6/6 00:00:00"
"2454","有料老人ホーム　美和 (住宅型)","0","14","9042225","沖縄県","うるま市","字喜屋武672番地","26.357559","127.847812","098-973-0733","098-975-2211","桃原幸二","https://sites.google.com/site/miwacarecenter/","","","","","","","","津覇直治","有料老人ホーム 美和","8:30-17:30","0","0","◆高齢者複合快護施設／うるま市字喜屋武672番地・デイサービスセンター美和(35名定員)　・デイサービス美ら花(15名定員/うるま市地域密着型通所)

◆居宅介護支援事業所美和／宜野湾市新城二丁目25番7号　1階","高齢者複合快護施設・美和ケアセンター(有料老人ホーム美和、デイサービスセンター美和、デイサービス美ら花)は、高齢者の皆さまが、ご家族と、そして地域のみなさんといっしょにいつも元気で楽しく暮らすことができるよう みんなで""快護""する施設です。




","","1","1","2018/3/1 00:00:00","2018/7/9 00:00:00"
"2455","住宅型有料老人ホームうるま荘","0","14","9042200","沖縄県","うるま市","字宇堅1322番地1","0.000000","0.000000","098-974-8678","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2456","あっとほーむ　きむたかの丘","0","14","9042311","沖縄県","うるま市","勝連南風原3601番地2","0.000000","0.000000","098-978-2700","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2457","有料老人ホーム「川田ホーム」　Ｂ棟","0","14","9042200","沖縄県","うるま市","字川田431番地","0.000000","0.000000","098-974-7278","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2458","住宅型有料老人ホーム　東恩納","0","14","9041111","沖縄県","うるま市","石川東恩納663番地2","0.000000","0.000000","098-964-6610","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2459","かりゆしホーム兼箇段","0","14","9042241","沖縄県","うるま市","兼箇段912番地13　2階","0.000000","0.000000","098-973-9400","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2460","ゆがふ宅老所","0","10","9042202","沖縄県","うるま市","天願1508番地1","26.392383","127.852842","098-972-7780","098-972-7780","代表社員　仲間　敏寛","","","","","","","","","","","","1","0","ゆがふ通所介護事業所","　少人数対応の施設なので、利用者からの要望をスムーズに迅速に対応できます。得意に利用者の家族とのつながりを非常に大切にしています。","","1","1","2018/3/1 00:00:00","2018/7/9 00:00:00"
"2461","宅老所あかみち","0","14","9042200","沖縄県","うるま市","字赤道12番地16　2階","0.000000","0.000000","098-975-0311","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2462","住宅型有料老人ホームよかつの家","0","14","9042312","沖縄県","うるま市","勝連平安名1655番地1","26.324532","127.889911","098-978-0801","098-978-0800","石嶺　伝作","","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","安仁屋奈々","事務所","8：30-17：30","0","0","よかつデイサービスよかつ居宅介護支援事業所","","","1","1","2018/3/1 00:00:00","2018/7/9 00:00:00"
"2463","有料老人ホームとぅもも","0","14","9042311","沖縄県","うるま市","勝連南風原4022番地1","0.000000","0.000000","098-923-0257","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2464","住宅型有料老人ホーム家","0","14","9042232","沖縄県","うるま市","字川田481番地１　2階","26.348213","127.868035","098-974-4165","098-973-3618","仲宗根久子","","","","","","","","","","","","0","0","通所介護サービス、居宅介護支援事業所","少人数（居室９床）ですので、個々の疾患に早期発見、早期予防対応します。個々のペースに合わせた柔軟な対応が出来ます。旬の食材で、栄養バランスの取れた手作りの食事を提供します。","","1","1","2018/3/1 00:00:00","2018/7/9 00:00:00"
"2465","住宅型有料老人ホーム　おきなわ長寿苑","0","14","9042244","沖縄県","うるま市","江洲1370番地1","26.341105","127.844221","098-923-1165","098-923-1365","理事長　大島　誠行","http://www.chojyuen.com","","","","","","","","","","","0","0","特別養護老人ホーム　おきなわ長寿苑　　短期入所生活介護　おきなわ長寿苑　　老人デイサービスセンターおきなわ長寿苑　　居宅介護支援事業所　おきなわ長寿苑　　小規模多機能型居宅介護　おきなわ長寿苑","","","1","1","2018/3/1 00:00:00","2018/7/9 00:00:00"
"2466","有料老人ホーム　千家","0","14","9042311","沖縄県","うるま市","勝連南風原4090番地　2階","0.000000","0.000000","098-978-6250","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2467","住宅型有料老人ホーム　へいあい","0","14","9042225","沖縄県","うるま市","喜屋武626番地8","26.358795","127.845921","098-974-5670","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/7/9 00:00:00"
"2468","有料老人ホームのぼたん苑","0","14","9042200","沖縄県","うるま市","字栄野比1151番地1　2階、3階","0.000000","0.000000","098-972-4579","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2469","有料老人ホームさくら館","0","14","9042201","沖縄県","うるま市","昆布1835番地55","0.000000","0.000000","098-972-5533","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2470","有料老人ホーム　大育の杜　結（むすび）","0","14","9041106","沖縄県","うるま市","石川2284番地1","0.000000","0.000000","098-923-2448","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2471","有料老人ホームみのわ","0","14","9042244","沖縄県","うるま市","字江洲636番地","26.348007","127.835466","098-995-8718","098-995-8711","山城　斉","http://minowak.com/newhouse.htm","08:30-17:30","08:30-17:30","08:30-17:30","08:30-17:30","08:30-17:30","08:30-17:30","祝日　8:30-17:30 但し、旧盆（ウークイ）、12/31、1/1－1/3　除く","山城　美和子","有料老人ホームみのわ","8:30-17:30","0","0","デイサービス　奈の花ケアプラン　みのわ","おひとりおひとりの健康状態や精神状態に合わせてスタッフが寄り添い丁寧にお世話いたします。
ご家族・ご本人様からのご相談をいつでもお受け致します。
どうぞ、お気軽にお電話ください。
また、見学や体験も受け付けております。","","1","1","2018/3/1 00:00:00","2018/7/9 00:00:00"
"2472","住宅型有料老人ホーム　みつば","0","14","9042314","沖縄県","うるま市","勝連平敷屋75番地1","0.000000","0.000000","098-978-7311","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2473","イリーゼうるま","0","14","9042225","沖縄県","うるま市","字喜屋武546番地1","26.360170","127.843293","098-973-7801","098-973-7802","亀山　元","https://www.irs.jp/","0:00～0：00","0：00～0：00","0：00～0：00","0：00～0：00","0：00～0：00","0：00～0：00","0：00～0：00","亀山　元","","9:00-18:00","0","0","イリーゼうるま訪問介護センターイリーゼうるま居宅支援事業所","1階に内科クリニック・診療内科クリニック併設。","","1","1","2018/3/1 00:00:00","2018/7/9 00:00:00"
"2474","住宅型有料老人ホーム　しげちゃんの家","0","14","9042203","沖縄県","うるま市","字川崎67番地1","26.382867","127.846442","090-1872-6327","098-989-4578","山田　自八朗","http://take.mydns.jp/","","","","","","","","山田　自八朗","デイサービスセンター　たけちゃんち","8：30～17：30","0","0","デイサービスセンターたけちゃんち","","","1","1","2018/3/1 00:00:00","2018/7/9 00:00:00"
"2475","住宅型有料老人ホーム　琉美ハウス","0","14","9042231","沖縄県","うるま市","塩屋75番地1　１階","0.000000","0.000000","098-923-3254","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2476","住宅型有料老人ホーム　おもろの郷","0","14","9042214","沖縄県","うるま市","安慶名3丁目4番23","0.000000","0.000000","098-972-7222","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2477","有料老人ホーム　ＳＹＭシルバーハウス　縁（ゆかり）","0","14","9042223","沖縄県","うるま市","具志川2436番地","26.361417","127.868102","098-989-8592","098-989-8593","前泊秀斗","","","","","","","","","","","","1","0","指定通所介護事業","施設から金武湾が一望でき季節行事など利用者様が楽しめる企画が毎月有りアットホームな空間で職員、利用者共楽しく過ごしてます。","","1","1","2018/3/1 00:00:00","2018/7/9 00:00:00"
"2478","シルバーハウスアイリー　赤道","0","14","9042245","沖縄県","うるま市","字赤道171番地6","26.352642","127.829883","090-8292-7784","","平田　喜彦","","16：30-9：00","16：30-9：00","16：30-9：00","16：30-9：00","16：30-9：00","16：30-9：00","16：30-9：00","","","","0","0","デイサービス　エーアンドエス","","","1","1","2018/3/1 00:00:00","2018/7/9 00:00:00"
"2479","あい・ゆう　ホーム","0","14","9042307","沖縄県","うるま市","与那城字饒辺239番地2","26.311005","127.907614","098-923-3321","098-923-3341","山内　雄士朗","http://www.aiyu-home.okinawa/","16:15-9:15","16:15-9:15","16:15-9:15","16:15-9:15","16:15-9:15","16:15-9:15","24h","山内　紀恵子","事務課","8：30-17：30","0","0","あい・ゆう居宅介護支援事業所","","","1","1","2018/3/1 00:00:00","2018/7/9 00:00:00"
"2480","がんじゅう御庭","0","14","9041111","沖縄県","うるま市","石川東恩納972番地1","0.000000","0.000000","098-964-1123","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2481","宅老所さくら","0","14","9042215","沖縄県","うるま市","みどり町1丁目3番23　1階","0.000000","0.000000","070-5690-2937","","","","","","","","","","","","","","0","0","","","","1","1","2018/3/1 00:00:00","2018/3/1 00:00:00"
"2482","有料老人ホーム　プライムガーデンうるま","0","14","9042235","沖縄県","うるま市","字前原260番地5","26.336991","127.847246","098-983-6100","098-983-6101","荒木　伸","","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","","","新里　美保子","","8：30～17：30","0","0","デイサービスプライム","","","1","1","2018/3/1 00:00:00","2018/7/9 00:00:00"
