"facility_name","home_care","facility_type_id","郵便番号","都道府県名","市町村名","住所","マップ_lat","マップ_lng","telphone","fax","representative","homepage","available_time_mon","available_time_tue","available_time_wed","available_time_thu","available_time_fri","available_time_sat","available_time_sun","person","correspondence_dept","correspondence_time","open_24hours","foreign_language","related_facilities","options","note","publish","user_id","created_at","updated_at"
"ヴィラージュせなは居宅介護支援事業所",,"7",9040324,"沖縄県","中頭郡読谷村","長浜1110番地",26.4186308,127.733866,"098-921-6333","098-958-6626","緒方望","www.village-senaha.jp/","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","宮城あゆみ",,"8：30～17：30",,,"ヴィラージュせなはデイサービスセンター
ヴィラージュせなはヘルパーステーション",,,"1",,"2018-01-31","2018-07-17"
"ケアプランセンター　あかり",,"7",9040314,"沖縄県","中頭郡読谷村","古堅629番地",26.3694387,127.7475722,"098-957-0550","098-957-4165",,,"8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","喜納正樹",,,,,,,,"1",,"2018-01-31","2018-07-17"
"ケアプラン　しおん",,"7",9040304,"沖縄県","中頭郡読谷村","楚辺2063番地１",26.3887698,127.7294144,"098-956-2393","098-956-2393","高安　英子",,"9：00-18：00","9：00-18：00","9：00-18：00","9：00-18：00","9：00-18：00",,,"高安　英子",,"9：00-18：00",,,,,,"1",,"2018-01-31","2018-07-17"
"ケアプラン健やか",,"7",9040323,"沖縄県","中頭郡読谷村","字高志保９２番地",26.4103065,127.7316914,"098-958-6396","098-923-1600",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ケアプラン　活きる家",,"7",9040304,"沖縄県","中頭郡読谷村","字楚辺２２００番１",26.3904613,127.7305782,"098-957-1518","098-957-1518",,,,,,,,,,,,,,,,,,,,"2018-01-31","2018-05-17"
"指定居宅介護支援事業所　ちゅらゆんたんざ",,"7",9040301,"沖縄県","中頭郡読谷村","字座喜味２７４２番地３",26.4051395,127.7576896,"098-989-6369","098-989-6306",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ケアプランななふく",,"7",9040324,"沖縄県","中頭郡読谷村","字長浜１１９４番地",26.417667,127.7342994,"098-923-1729","098-923-1723",,,"9：00-18：00","9：00－18：00","9：00-18：00","9：00－18：00","9：00-18：00",,,"古波蔵","ケアプラン",,"1","1",,,"携帯電話２４時間所持しているため事務所不在の場合は携帯電話へ２４時間連絡可能です。","1",,"2018-01-31","2018-07-17"
"居宅介護支援事業所　まゆの里おおわん",,"7",9040313,"沖縄県","中頭郡読谷村","字大湾６６９－２",26.3728994,127.7497914,"098-923-1763","098-923-1762",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"相談支援事業所　鳳凰",,"7",9040305,"沖縄県","中頭郡読谷村","字都屋４０３番地２",26.3886531,127.7263424,"098-956-2511","098-956-2511","諸見　忍","http://hp.kaipoke.biz/b2z/","9:00～17:00","9:00～17:00","9:00～17:00","9:00～17:00","9:00～17:00",,,"諸見　忍","相談支援事業所 鳳凰","9:00～17:00",,,,"・独立型 居宅介護支援事業所",,"1",,"2018-01-31","2018-07-17"
"ケアサポート　バニアン　指定居宅介護支援事業所",,"7",9040313,"沖縄県","中頭郡読谷村","字大湾３８３番地",26.37323,127.7539912,"098-923-2238","098-923-2239",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"夢咲デイサービスセンター 喜名",,"7",9040302,"沖縄県","中頭郡読谷村","字喜名２３４５番地５１",,,"098-989-1963","098-989-1964",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"居宅介護支援事業所　ケアサポート　浜音",,"7",9040324,"沖縄県","中頭郡読谷村","字長浜１６５番地",26.4219861,127.7366824,"098-923-0945","098-975-6103",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"介護の窓口晴れ晴れ",,"7",9040303,"沖縄県","中頭郡読谷村","伊良皆２６７－５",26.3830069,127.7547881,"098-989-1156","098-989-1176",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"居宅介護支援事業所　読谷",,"7",9040304,"沖縄県","中頭郡読谷村","楚辺1300番地",26.386073,127.7386306,"098-975-8884","098-975-8835","安谷屋　信哉","shinaikai．Yomitan ＠gmaiI．com","8：30～17：30","8：30～17：30","8:30",,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"ケアプラン　きらめき",,"7",9040315,"沖縄県","中頭郡読谷村","渡具知３７番地の１",26.3649503,127.7432837,"098-957-1674","098-957-1674","代表者取締役　渡慶次　憲","http://kirameki-family.org/","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","休み","日曜日・休み　　祝日・8：30～17：30","金城　広子","居宅支援事業所　ケアプランきらめき","8：30～17：30",,,"
通所介護・グループホーム・児童放課後等デイサービス・児童発達支援・就労継続支援B型・指定計画相談事業所","経験豊かな介護支援専門員（ケアマネージャー）を二人配置し、ご利用者・ご家族の困りごとに親切、丁寧にお答えできるよう関係各所との連携をいたしております。
自立支援に向けて利用者本位とご家族要望など密に相談しながらケアプラン作成を行っています。",,"1",,"2018-01-31","2018-07-17"
"聖隷居宅介護支援センターゆい",,"7",9040203,"沖縄県","中頭郡嘉手納町","字嘉手納２７０－１９２F南",26.3656391,127.7554163,"098-989-3025","098-921-5201",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ケアマネジメント比謝川の里",,"7",9040201,"沖縄県","中頭郡嘉手納町","字久得242番地の2",26.3720555,127.771243,"098-957-0800","098-957-3311",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ケアプランカデナ",,"7",9040203,"沖縄県","中頭郡嘉手納町","嘉手納300番地",26.3636644,127.7534137,"098-957-0777","098-989-8115",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"徳洲会ハンビークリニック　居宅介護支援事業所",,"7",9040117,"沖縄県","中頭郡北谷町","北前１丁目21番１号",26.301712,127.758338,"098-926-3000","098-926-3131","磐田智治",,"8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30",,"具志堅　/　下地","居宅支援事業所","8：30-17：30",,,"訪問看護事業所　通所リハビリ事業所",,,"1",,"2018-01-31","2018-07-17"
"北谷町社会福祉協議会居宅介護支援事業所",,"7",9040105,"沖縄県","中頭郡北谷町","吉原26番地６",26.3154122,127.7691661,"098-926-0572","098-936-2989",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"白川園指定居宅介護支援事業所",,"7",9040105,"沖縄県","中頭郡北谷町","字吉原263番地　",26.3165555,127.7775637,"098-936-0406","098-936-7976","髙宮城　克","http://kouyoukai-oki.jp/news/info/entry-14/","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30",,,,,,,,"介護老人保健施設白川園　　　　指定介護老人福祉施設陽明園",,,"1",,"2018-01-31","2018-07-17"
"琉球メディカルズ指定居宅介護支援事業所",,"7",9040103,"沖縄県","中頭郡北谷町","字桑江400番地の2",26.3233827,127.7661614,"098-936-2430","098-936-5833","末永佳子","なし","8:30～17:30","8:30～17:30","8:30～17:30","8:30～17:30","8:30～17:30","8:30～17:30","日・祝日は窓口対応不可","安座間咲枝","居宅介護支援事業所","8:30～17:00","1",,"（株）琉球メディカルズ
特定施設有料老人ホームちゅうざん
住宅型有料老人ホームちゅうざん２
通所介護
訪問介護","１・在宅介護でお困りの事はまずはじっくりとお話を聞かせて下さい。
２・御本人様とご家族様のご要望にお答えして笑顔の増えるようなケアプラン作成を致します。
３・認知症状の診断を受けられた方でも住み慣れた町で暮らせるようにサポート致します。","等事業所は主任ケアマネ・障害プランナー・理学療法士・介護福祉士の専門職を持つケアマネスタッフがおり御本人様やご家族様のご要望にお答えできるように揃えてます。","1",,"2018-01-31","2018-07-17"
"居宅介護支援事業所　なごみ",,"7",9040105,"沖縄県","中頭郡北谷町","吉原1178番地",26.3118532,127.7659034,"098-926-2292","098-936-3460","山川　恵子",,"8：00-17：00","8：00-17：00","8：00-17：00","8：00-17：00","8：00-17：00","休み","休み","屋宜聡子",,,,,"・有料老人ホーム：有料老人ホーム宅老所なごみの家
・地域密着型通所介護：指定通所介護事業所　和
","小規模な施設で家庭的な雰囲気のある施設です。",,"1",,"2018-01-31","2018-07-17"
"ケアプランステーション　まほろば",,"7",9040105,"沖縄県","中頭郡北谷町","吉原790-15",26.3192247,127.7763998,"098-989-0838","098-989-0866",,,"9:00-18:00","9:00-18:00","9:00-18:00","9:00-18:00","9:00-18:00",,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"ケアプランステーション　ゆい",,"7",9012311,"沖縄県","中頭郡北中城村","字喜舎場３６０番地１",26.300121,127.793702,"098-935-3066","098-935-5855",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"居宅介護支援事業所　愛の村",,"7",9012301,"沖縄県","中頭郡北中城村","袋1394番地",26.3237608,127.8005618,"098-989-5516","098-932-7372",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ケアプランセンターふくとく",,"7",9012303,"沖縄県","中頭郡北中城村","字仲順375番地の1",26.3022266,127.801079,"098-982-0211","098-982-0212","平安座　恵子",,"8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","仲村　愛","居宅介護支援","8：30-17：30",,,"通所介護　訪問介護　有料老人ホーム
",,,"1",,"2018-01-31","2018-07-09"
"居宅介護支援事業所　敬福",,"7",9012316,"沖縄県","中頭郡北中城村","安谷屋２１４４番地１３金城貸店舗１階",26.2958796,127.7825696,"098-989-8907","098-935-3555",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-14"
"在宅介護サービスセンター中城",,"7",9012412,"沖縄県","中頭郡中城村","字奥間909番地1",,,"098-870-3855","098-870-3856",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"居宅介護支援事業所愛誠園東センター",,"7",9012406,"沖縄県","中頭郡中城村","字当間289番地１",26.2661294,127.7853622,"098-870-3870","098-870-3871","新垣善盛",,"８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０",,,"新垣善盛","居宅介護支援事業所","８：３０～１７：３０",,,"・通所介護事業所愛誠園東センター
・認知症対応型共同生活介護事業所中城愛誠園",,,"1",,"2018-01-31","2018-07-17"
"いなほ居宅介護支援事業所",,"7",9012404,"沖縄県","中頭郡中城村","字添石363番地",26.277076,127.7966718,"098-870-3488","098-895-5158",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"居宅介護支援事業所　みずほ",,"7",9012407,"沖縄県","中頭郡中城村","安里268-4　ｺｰﾎﾟ金永（壱階事務所）",26.2617102,127.7878399,"098-895-3500","098-895-3518","宮城　キミ子","http://mizuho-kaigo.com/","08：30～17：30","08：30～17：30","08：30～17：30","08：30～17：30","08：30～17：30",,,"中山　哲郎","居宅介護支援事業所　みずほ","09：30～16：30",,,"訪問介護・身体居宅介護支援事業・通所介護・有料老人ホーム",,,"1",,"2018-01-31","2018-07-17"
"なかぐすく日の出園居宅介護支援事業所",,"7",9012403,"沖縄県","中頭郡中城村","伊舎堂３６２番地",26.2761179,127.8029852,"098-988-3330","098-988-3331",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ケアプランふたふぁ",,"7",9012424,"沖縄県","中頭郡中城村","字南上原732番地",26.2496141,127.7716252,"098-942-3915","098-942-3916","小橋川　武","futafa.com","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","小橋川　武","居宅","8:30-17:30","1",,"訪問看護・訪問介護",,,"1",,"2018-01-31","2018-07-17"
"居宅介護支援事業所みなみ",,"7",9012424,"沖縄県","中頭郡中城村","字南上原９６５番地２",26.2461062,127.7696644,"098-895-2127","098-943-8848","喜屋武　順子",,"8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","定休","定休(祝日が平日であれば通常営業)","米須　真郷","居宅介護支援事業所","8：30-17：30",,,"訪問介護事業所みなみ",,,"1",,"2018-01-31","2018-07-17"
"すずらんケアプランセンター",,"7",9012403,"沖縄県","中頭郡中城村","伊舎堂130番地１",26.2760956,127.8002382,"098-943-9070","098-943-9071","川平功",,"09:00-18:00","09:00-18:00","09:00-18:00","09:00-18:00","09:00-18:00","休日","休日","川平功","介護支援課","09:00-18:00","1",,"無し。","単独の居宅介護支援事業所で、貴方の気に入った介護サービス事業所を選べます。介護サービス事業所に選ばれるのではなく、貴方（ご家族含む）が、介護サービス事業所を選びましょう。",,"1",,"2018-01-31","2018-07-17"
"中部介護ケア相談所　しまごころ",,"7",9012424,"沖縄県","中頭郡中城村","南上原７７１－１アーバンパレット南上原１階",26.2501452,127.7742085,"098-917-4882","098-917-4883",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ロータス居宅介護支援事業所",,"7",9012424,"沖縄県","中頭郡中城村","南上原６８４番地６　カサデピノ２Ｆ",26.2495808,127.7704753,"080-3901-6582","098-993-7901",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-16"
"居宅支援センター幸地",,"7",9030116,"沖縄県","中頭郡西原町","幸地973番地",26.2272157,127.7356986,"098-882-8123","098-944-6517",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ケアプランセンター西原敬愛園",,"7",9030127,"沖縄県","中頭郡西原町","字徳佐田159番地の1",26.2442283,127.7502075,"098-882-9778","098-946-1858","理事長　仲泊　順子",,"8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30",,,"ケアマネジャー全員","居宅介護支援事業所","8:30-17:30",,,"介護老人保健施設西原敬愛園(入所・ショート・通所リハビリ)　、グループホームクローバー　",,,"1",,"2018-01-31","2018-07-17"
"居宅介護支援事業所守礼の里",,"7",9030101,"沖縄県","中頭郡西原町","字掛保久346番地",26.2334353,127.773187,"098-945-0023","098-945-0029","仲地　剛",,"８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０","８：３０～１７：３０","休み","休み",,,,"1",,"通所デイサービス、短期入所ショートスティ、",,,"1",,"2018-01-31","2018-07-17"
"なごみ居宅介護支援事業所",,"7",9030115,"沖縄県","中頭郡西原町","池田７５７番",26.2206749,127.7442649,"098-944-1161","098-944-5388","理事長　宮城　聡","https://aiwakai.jp/","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30",,"なごみ居宅介護支援事業所","なごみ居宅介護支援事業所","8:30-17:30","1",,"介護老人保健施設　池田苑　　　　　　　　　　　有料老人ホームスマイルあいわ　　　　　　　グループホームさわふじ
あいわクリニック　　　　　　　　　　　　　　　　　　訪問看護ステーション和　　　　　　　　　　　　愛和ファミリークリニック
あいわ居宅介護支援事業所　　　　　　　　　　　那覇市地域包括支援センター安謝　　　　　デイサービスセンターフレンドリーあいわ
フレンドリーあいわ居宅介護支援事業所　　　デイサービスあいわ殿内　　　　　　　　　　　　フレンドリーあいわ首里","・24時間対応で相談に応じる体制あり。
・介護支援専門員5名（うち主任介護支援専門員２名配置）し、地域包括支援センターと連携し地域困難ケースや課題のあるケースを積極的に受け入れている。",,"1",,"2018-01-31","2018-07-17"
"居宅介護支援事業所　盛楽",,"7",9030125,"沖縄県","中頭郡西原町","上原1丁目11番地の4",26.2390791,127.759207,"098-988-1066","098-988-1065","伊野波　盛人",,"9：00～18：00","9：00～18：00","9：00～18：00","9：00～18：00","9：00～18：00","定休日","定休日","上原　智江子",,"9：00～18：00",,,,"単独事業所として、利用者本人に合ったサービスを中立、公正にわかりやすく選択肢を提示し、本人自ら決められるケアマネジメントを行うことにより利用者、家族、各関係機関との信頼を築いています。",,"1",,"2018-01-31","2018-07-09"
"介護計画相談所さとうきび",,"7",9030117,"沖縄県","中頭郡西原町","字翁長393",26.2331656,127.7489692,"098-943-0897","098-943-0924",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ウェルビーイング",,"7",9030113,"沖縄県","中頭郡西原町","安室３１４番地１",26.2207334,127.7511281,"098-946-0509","098-946-0509",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"ケアプランセンター　はーとらいふ",,"7",9030101,"沖縄県","中頭郡西原町","小那覇1606番地",26.2374849,127.772934,"098-944-3300","098-944-3311","理事長　安里　哲好","https://www.heartlife.or.jp/care/","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30",,,,"8：30～17：30","1",,"ハートライフ病院・ハートライフクリニック",,,"1",,"2018-01-31","2018-07-09"
"ケアプランステーション　きずな",,"7",9030115,"沖縄県","中頭郡西原町","池田371番地の21池田ハイツA-24",26.2184571,127.741063,"098-943-8677","098-943-8797","玉城　小夜子",,"8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30",,,"崎濱　晃","居宅介護支援事業所","8：30～17：30",,,,,,"1",,"2018-01-31","2018-07-17"
"介護支援センター　朝貴",,"7",9030125,"沖縄県","中頭郡西原町","上原2丁目9番地の1",26.2413372,127.7645427,"098-987-6703","098-987-6703",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"居宅介護支援事業所　さねり",,"7",9030122,"沖縄県","中頭郡西原町","小橋川37番地",26.2294968,127.7650933,"098-800-1861","098-800-1861","大城　伸吾",,"8：30～17：15","8：30～17：15","8：30～17：15","8：30～17：15","8：30～17：15","休み","休み","大城伸吾","大城伸吾","8：30～17：15","1",,,"可能な限り利用者や家族の要望に合わせた支援ができるように心がけています。",,"1",,"2018-01-31","2018-07-09"
"介護老人保健施設ぎのわんおもと園",,"14",9012226,"沖縄県","宜野湾市","嘉数四丁目４番10号",,,"098-898-1010","098-898-0789",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"介護老人保健施設亀の里",,"14",9042173,"沖縄県","沖縄市","比屋根2丁目15-2",26.3142679,127.8238905,"098-933-7772","098-933-7781","又吉　達","tapic-kamenosato.jp/","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-12:30",,"支援相談員","相談室","8：30-17：30",,,"沖縄リハビリテーションセンター病院
サービス付き高齢者向け住宅　ラ・ペジーブル泡瀬
ペアーレ沖縄・タピック
住宅型有料老人ホーム プライムガーデンうるま
","在宅復帰・支援を行う在宅強化型のリハビリテーション施設です",,"1",,"2018-01-31","2018-07-17"
"おきなわ徳洲苑",,"14",9040021,"沖縄県","沖縄市","胡屋6丁目4番19号",,,"098-931-1215","098-931-1216",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"介護老人保健施設いしかわ願寿ぬ森",,"14",9041106,"沖縄県","うるま市","石川3273-2",26.4472442,127.8289497,"098-964-6511","098-965-6643","理事長　大島 教子","ganju.web.fc2.com",,,,,,,,"支援相談室　久高 敦、知花 隆行","支援相談員","8:30～１７:30",,,,,,"1",,"2018-01-31","2018-07-17"
"介護老人保健施設陽光館",,"14",9042222,"沖縄県","うるま市","字上江洲661",26.3581671,127.8598193,"098-974-4000","098-974-4002","理事長　小渡 敬","http://heiwahsp.ec-net.jp/~yokokan/index.html","8:30-17:30","8:30-17:30","8:30-17:30",,"8:30-17:30","8:30-17:30",,"相談員　金城・与那嶺","老人保健相談課","8：30-17：30",,,"デイケアセンター陽光館・ホームヘルプサービスセンター陽光館・居宅介護支援事業所陽光館・平和病院",,,"1",,"2018-01-31","2018-07-17"
"介護老人保健施設いずみ苑",,"14",9042205,"沖縄県","うるま市","字栄野比1150",26.3975013,127.827835,"098-972-7123","098-972-5688","理事長　高江洲　義英","http://www.izumihospital1985.or.jp","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30",,,"橋本　優人","いずみ苑相談室","8：30-17：30",,,,,,"1",,"2018-01-31","2018-07-17"
"介護老人保健施設信愛の丘",,"14",9041203,"沖縄県","国頭郡金武町","字屋嘉2724",26.4420228,127.8445736,"098-965-6655","098-965-6663","安谷屋　信哉",,"10：00-17：00","10：00-17：00","10：00-17：00","10：00-17：00","10：00-17：00",,,"徳門　豊　・　伊保　泰枝",,"10：00-17：00",,,"・デイケアセンター　信愛の丘
・屋嘉整形外科クリニック
・有料老人ホーム　サンライフ",,,"1",,"2018-01-31","2018-07-17"
"介護老人保健施設白川園",,"14",9040105,"沖縄県","中頭郡北谷町","字吉原263番地",26.3165555,127.7775637,"098-936-5051","098-936-7976","髙宮城　克","http://kouyoukai-oki.jp/news/info/entry-14/",,,"8:30-21:00",,"8:30-21:00",,"8:30-21:00",,,,,,,,,"1",,"2018-01-31","2018-07-17"
"介護老人保健施設若松苑",,"14",9012314,"沖縄県","中頭郡北中城村","字大城327番地",26.2876168,127.7996129,"098-935-5858","098-935-5807",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"介護老人保健施設信成苑",,"14",9012404,"沖縄県","中頭郡中城村","字添石363",26.277076,127.7966718,"098-895-2055","098-895-5158",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"介護老人保健施設中城苑",,"14",9012412,"沖縄県","中頭郡中城村","字奥間909-1",,,"098-895-4165","098-895-6616",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"介護老人保健施設池田苑",,"14",9030115,"沖縄県","中頭郡西原町","字池田757",26.2206749,127.7442649,"098-946-2000","098-946-2230","理事長　宮城　聡","http：//www.aiwakai.jp",,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"介護老人保健施設西原敬愛園",,"14",9030127,"沖縄県","中頭郡西原町","字徳佐田159-1",,,"098-946-2111","098-946-1858",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"介護老人福祉施設　愛誠園",,"14",9012223,"沖縄県","宜野湾市","大山３丁目31番１号",26.2866383,127.7511556,"098-897-8231","098-898-2299","又吉　夏二","http://aiseien-okinawa.com","9:00-13:00   ,   14:00-17:00","9:00-13:00   ,   14:00-17:00","9:00-13:00   ,   14:00-17:00","9:00-13:00   ,   14:00-17:00","9:00-13:00   ,   14:00-17:00",,,,"養護課","10:00-13:00   ,   14:00-17:00",,,,,,"1",,"2018-01-31","2018-07-17"
"特別養護老人ホーム　白浜の里愛誠園",,"14",9012227,"沖縄県","宜野湾市","宇地泊８５７番地",26.2720947,127.7322659,"098-943-1199","098-943-6633","我如古正昭","http://aiseien-okinawa.com",,,,,,,,,"事務室","平日8：30～17：30",,,"空床型短期入所生活介護",,,"1",,"2018-01-31","2018-07-17"
"特別養護老人ホーム福寿園",,"14",9012205,"沖縄県","宜野湾市","赤道２－７－２",26.271223,127.7722075,"098-892-1333","098-892-4176","理事長　喜舎場 朝美",,"8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30",,,,,,,,,"1",,"2018-01-31","2018-07-17"
"介護老人福祉施設　沖縄一条園",,"14",9042174,"沖縄県","沖縄市","与儀3丁目5番10号",26.3101041,127.8161691,"098-932-9376","098-932-9378","理事長　崎山洋子",,"8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30",,"（祝日）8:30-17:30　※年末年始（12/31-1/1）、勤労感謝の日除く","奥間 政幸（生活相談員）、我那覇 ともえ（生活相談員）、志慶眞 裕也（介護支援専門員）、平良 勇太（介護支援専門員）","養護課","（平日）8:30-17:30",,,"沖縄一条園短期入所生活介護事業所、沖縄一条園居宅介護支援事業所、沖縄一条園通所介護事業所、グループホーム沖縄一条園",,,"1",,"2018-01-31","2018-07-17"
"介護老人福祉施設　緑樹苑",,"14",9040021,"沖縄県","沖縄市","胡屋７丁目２番10号",26.3255859,127.8112802,"098-930-2525","098-933-1324",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"特別養護老人ホーム　おきなわ長寿苑",,"14",9042142,"沖縄県","沖縄市","字登川1403番地",26.3748788,127.8237008,"098-939-4165","098-939-4672","施設長　島袋加代美","http://www.chojyuen.com",,,,,,,,"相談員：知念、東恩納","養護課","9：00-17：00",,,"デイサービス、短期入所生活介護、居宅介護支援事業所、小規模多機能型居宅介護、住宅型有料老人ホーム","「思いやり」「安全」「快適」を基本とし、地域に開かれた施設として高齢者を尊重し、質の良い福祉サービスを提供致します。",,"1",,"2018-01-31","2018-07-17"
"特別養護老人ホーム　知花の里",,"14",9042143,"沖縄県","沖縄市","知花５丁目23番16号",26.3640686,127.8118901,"098-923-5020","098-923-5021","上田美智子","http://okiniji.or.jp",,,,,,,,"相談員","総合支援課","8：30-17：30",,,"中部協同病院","ユニット型特別養護老人ホーム",,"1",,"2018-01-31","2018-07-17"
"介護老人福祉施設　楽寿園",,"14",9041114,"沖縄県","うるま市","石川嘉手苅961番地17",26.4254036,127.7975895,"098-965-4152","098-964-5835",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"介護老人福祉施設　平和の村",,"14",9042201,"沖縄県","うるま市","昆布1832番地637",26.3970988,127.8378538,"098-972-5000","098-972-3120","園長　兼城賢儀","無","9：00-18：00","9：00-18：00","9：00-18：00","9：00-18：00","9：00-18：00","9：00-18：00","8：00-17：00","事務所（生活相談員）","養護課","月～土　9：00-18：00",,,"無",,,"1",,"2018-01-31","2018-07-17"
"介護老人福祉施設　具志川厚生園",,"14",9042202,"沖縄県","うるま市","天願1983番地",26.3833171,127.8508502,"098-972-6677","098-982-4355",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"うるま市地域包括支援センターよなしろ",,"8",9042304,"沖縄県","うるま市","与那城屋慶名1410番地",26.3270275,127.9089652,"098-987-8220","098-983-0073",,"www.ayahashien.com/","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","日・年末年始：休業　　祝日：8:30-17:30",,,"8:30-17:30",,,,,,"1",,"2018-01-31","2018-07-17"
"介護老人福祉施設　与勝の里",,"14",9042311,"沖縄県","うるま市","勝連南風原4902番地",26.3421501,127.8770789,"098-978-2629","098-978-2545","理事長　玉元　武一",,"8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30",,,"相談員　　　　仲与根　旭　　　　　外間　由美子","介護サービス課","9：00～17：00",,,"短期入所生活介護事業所与勝の里　・　通所介護事業所与勝の里　・　訪問介護事業所与勝の里　・　居宅介護支援事業所与勝の里　・　グループホームやすらぎの家　　　　　　　　　　　うるま市地域包括支援センターかつれん　・　サービス付き高齢者向け住宅かつれん　・　ディサービスセンターかつれん　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　地域支援ホーム津堅いこいの家（認知症対応型共同生活介護・小規模多機能型居宅介護・認知症通所介護）　",,,"1",,"2018-01-31","2018-07-17"
"介護老人福祉施設　谷茶の丘.雅",,"14",9040412,"沖縄県","国頭郡恩納村","谷茶1919番地７",26.4563325,127.8255272,"098-966-2323","098-966-8162",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"介護老人福祉施設　でいご園",,"14",9041303,"沖縄県","国頭郡宜野座村","字惣慶1295番地",26.4752592,127.9709456,"098-968-8363","098-968-8668","理事長　濱田　隆光","http://www.deigoen.com/","09：00-16：30","09：00-16：30","09：00-16：30","09：00-16：30","09：00-16：30","09：00-16：30","受入できません。","介護支援専門員：城間　、　勝連　　　ナース主任　竹沢　","ケア課、　医務室","09：00-16：30",,,"○でいご園小規模多機能型施設
○でいご園居宅介護支援事業所",,,"1",,"2018-01-31","2018-07-17"
